message,severity,attributes,tags,timestamp
"2026-03-26 23:09:55,514 [INFO]   [XRP] S1 SIGNAL: direction=NO @ 81.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:09:56.041064427Z
"2026-03-26 23:10:32,809 [INFO]   [SOL] S1 SIGNAL: direction=NO @ 79.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:10:35.952550929Z
"2026-03-26 23:20:00,630 [INFO]   [ETH] S1 SIGNAL: direction=YES @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:20:01.655714229Z
"2026-03-26 23:23:02,439 [INFO]   [ETH] VOL: dump leg done (base 80.50% → 43.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:23:02.909881873Z
"2026-03-26 23:23:25,853 [INFO]   [BTC] VOL: dump leg done (base 64.50% → 29.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:23:32.780191814Z
"2026-03-26 23:23:44,778 [INFO]   [BTC] S1 SIGNAL: direction=NO @ 83.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:23:52.775369481Z
"2026-03-26 23:23:47,245 [INFO]   [SOL] VOL: dump leg done (base 72.50% → 31.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:23:52.775375420Z
"2026-03-26 23:23:47,319 [INFO]   [XRP] VOL: dump leg done (base 74.50% → 39.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:23:52.775381536Z
"2026-03-26 23:24:11,046 [INFO]   [SOL] S1 SIGNAL: direction=NO @ 79.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:24:12.775608522Z
"2026-03-26 23:24:15,836 [INFO]   [XRP] S1 SIGNAL: direction=NO @ 82.00%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:24:15.840266081Z
"2026-03-26 23:24:15,836 [INFO]   PEER DIVERGENCE 3v1: 3 DOWN ['BTC', 'SOL', 'XRP'] — ETH going UP",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:24:15.840272185Z
"2026-03-26 23:24:15,860 [INFO]   PEER S2: ETH NO @ 89.50% — not in range (2%-10%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:24:15.864096415Z
"2026-03-26 23:35:03,429 [INFO]   [SOL] S1 SIGNAL: direction=NO @ 83.00%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:35:12.268497644Z
"2026-03-26 23:37:20,774 [INFO]   [ETH] S1 SIGNAL: direction=NO @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:37:22.903282566Z
"2026-03-26 23:37:48,500 [INFO]   [BTC] VOL: pump leg done (base 36.50% → 72.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:37:52.710741251Z
"2026-03-26 23:38:02,715 [INFO]   [BTC] S1 SIGNAL: direction=YES @ 79.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:38:12.713646389Z
"2026-03-26 23:39:24,500 [INFO]   [XRP] S1 SIGNAL: direction=NO @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:39:33.040455528Z
"2026-03-26 23:39:24,500 [INFO]   PEER DIVERGENCE 3v1: 3 DOWN ['ETH', 'SOL', 'XRP'] — BTC going UP",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:39:33.040462402Z
"2026-03-26 23:39:24,524 [INFO]   PEER S2: BTC NO @ 40.50% — not in range (2%-10%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:39:33.040469464Z
"2026-03-26 23:39:56,835 [INFO]   [BTC] VOL: cycle complete — pump then dump (peak 80.50% → 43.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:40:02.783264838Z
"2026-03-26 23:39:56,879 [INFO]   [BTC] VOLATILE — checking S2 cheap buy (YES=43.50%, NO=56.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:40:02.783274717Z
"2026-03-26 23:39:56,879 [INFO]   [BTC] S2: no cheap side found — skipping window",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:40:02.783280035Z
"2026-03-26 23:44:22,963 [INFO]   [XRP] VOL: dump leg done (base 35.50% → 0.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:44:25.876248228Z
"2026-03-26 23:50:16,324 [INFO]   [XRP] S1 SIGNAL: direction=YES @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:50:19.874558149Z
"2026-03-26 23:50:34,817 [INFO]   [BTC] S1 SIGNAL: direction=YES @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:50:39.701942428Z
"2026-03-26 23:50:34,899 [INFO]   [ETH] S1 SIGNAL: direction=YES @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:50:39.701950977Z
"2026-03-26 23:52:03,438 [INFO]   [SOL] S1 SIGNAL: direction=YES @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:52:10.220619829Z
"2026-03-26 23:53:41,427 [INFO]   [SOL] VOL: pump leg done (base 56.00% → 91.00%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-26T23:53:50.369730606Z
"2026-03-27 00:06:18,810 [INFO]   [ETH] S1 SIGNAL: direction=YES @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:06:24.893132701Z
"2026-03-27 00:06:21,301 [INFO]   [XRP] S1 SIGNAL: direction=YES @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:06:24.893138012Z
"2026-03-27 00:06:39,792 [INFO]   [SOL] VOL: pump leg done (base 34.00% → 69.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:06:44.910070328Z
"2026-03-27 00:07:09,873 [INFO]   [BTC] VOL: pump leg done (base 30.50% → 68.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:07:14.916464894Z
"2026-03-27 00:08:33,639 [INFO]   [ETH] VOL: pump leg done (base 58.50% → 93.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:08:35.272801596Z
"2026-03-27 00:08:42,885 [INFO]   [BTC] S1 SIGNAL: direction=YES @ 80.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:08:42.886856206Z
"2026-03-27 00:08:56,955 [INFO]   [SOL] S1 SIGNAL: direction=YES @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:09:02.888944514Z
"2026-03-27 00:11:00,240 [INFO]   [XRP] VOL: pump leg done (base 58.50% → 93.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:11:04.364291302Z
"2026-03-27 00:20:19,506 [INFO]   [ETH] S1 SIGNAL: direction=NO @ 81.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:20:19.714428048Z
"2026-03-27 00:20:21,754 [INFO]   [BTC] S1 SIGNAL: direction=NO @ 81.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:20:21.760772301Z
"2026-03-27 00:20:21,870 [INFO]   [SOL] S1 SIGNAL: direction=NO @ 81.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:20:21.877330986Z
"2026-03-27 00:20:24,234 [INFO]   [XRP] S1 SIGNAL: direction=NO @ 82.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:20:24.252946397Z
"2026-03-27 00:22:56,109 [INFO]   [BTC] VOL: dump leg done (base 39.50% → 4.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:23:04.464776535Z
"2026-03-27 00:22:56,297 [INFO]   [XRP] VOL: dump leg done (base 38.50% → 3.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:23:04.464780889Z
"2026-03-27 00:35:57,924 [INFO]   [BTC] S1 SIGNAL: direction=NO @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:35:59.630446859Z
"2026-03-27 00:37:27,560 [INFO]   [BTC] VOL: dump leg done (base 50.00% → 11.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:37:29.765000697Z
"2026-03-27 00:37:27,648 [INFO]   [ETH] VOL: dump leg done (base 68.50% → 31.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:37:29.765005842Z
"2026-03-27 00:37:30,219 [INFO]   [XRP] VOL: dump leg done (base 64.00% → 28.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:37:30.223351071Z
"2026-03-27 00:37:51,421 [INFO]   [ETH] S1 SIGNAL: direction=NO @ 81.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:38:00.221822180Z
"2026-03-27 00:37:51,446 [INFO]   [SOL] VOL: dump leg done (base 65.50% → 23.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:38:00.221829219Z
"2026-03-27 00:37:51,575 [INFO]   [XRP] S1 SIGNAL: direction=NO @ 81.00%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:38:00.221832909Z
"2026-03-27 00:38:01,017 [INFO]   [SOL] S1 SIGNAL: direction=NO @ 78.50%",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:38:01.028399188Z
"2026-03-27 00:40:34,254 [INFO]   [ETH] VOLATILE — checking S2 cheap buy (YES=53.50%, NO=46.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:40:41.157107584Z
"2026-03-27 00:40:34,255 [INFO]   [ETH] S2: no cheap side found — skipping window",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:40:41.157114269Z
"2026-03-27 00:40:34,200 [INFO]   [ETH] VOL: cycle complete — dump then pump (trough 16.50% → 53.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:40:41.157129599Z
"2026-03-27 00:40:41,231 [INFO]   [SOL] VOL: cycle complete — dump then pump (trough 20.50% → 72.50%)",info,"{""level"":""info""}","{""project"":""9409ddfa-0500-48ff-b3fa-e3db90fa1091"",""environment"":""e228329a-f513-4199-919b-76d15d46ec8e"",""service"":""8bd636f2-4dab-4d92-918b-b4bccb53fa9c"",""deployment"":""94032a27-ad79-4bca-90c0-521b01485e42"",""replica"":""7c97fd6b-8e71-46a9-a8f1-b1b1ff1d426c""}",2026-03-27T00:40:41.235721756Z
